Unidade de Medida,valor,cod_municipio,ano,variavel,produto
Toneladas,2500.0,4311007,2014,Quantidade produzida,Milho
Toneladas,100800.0,4311007,2014,Quantidade produzida,Soja
Toneladas,11997.0,4311007,2014,Quantidade produzida,Trigo
Quilogramas por Hectare,5000.0,4311007,2014,Rendimento médio da produção,Milho
Quilogramas por Hectare,2400.0,4311007,2014,Rendimento médio da produção,Soja
Quilogramas por Hectare,2666.0,4311007,2014,Rendimento médio da produção,Trigo
Mil Reais,1530.0,4311007,2014,Valor da produção,Milho
Mil Reais,112896.0,4311007,2014,Valor da produção,Soja
Mil Reais,3999.0,4311007,2014,Valor da produção,Trigo
Hectares,500.0,4311007,2015,Área plantada,Milho
Hectares,45000.0,4311007,2015,Área plantada,Soja
Hectares,3000.0,4311007,2015,Área plantada,Trigo
Hectares,500.0,4311007,2015,Área colhida,Milho
Hectares,45000.0,4311007,2015,Área colhida,Soja
Hectares,3000.0,4311007,2015,Área colhida,Trigo
Toneladas,1750.0,4311007,2015,Quantidade produzida,Milho
Toneladas,81000.0,4311007,2015,Quantidade produzida,Soja
Toneladas,1440.0,4311007,2015,Quantidade produzida,Trigo
Quilogramas por Hectare,3500.0,4311007,2015,Rendimento médio da produção,Milho
Quilogramas por Hectare,1800.0,4311007,2015,Rendimento médio da produção,Soja
Quilogramas por Hectare,480.0,4311007,2015,Rendimento médio da produção,Trigo
Mil Reais,1024.0,4311007,2015,Valor da produção,Milho
Mil Reais,80352.0,4311007,2015,Valor da produção,Soja
Mil Reais,792.0,4311007,2015,Valor da produção,Trigo
Hectares,350.0,4311007,2016,Área plantada,Milho
Hectares,45000.0,4311007,2016,Área plantada,Soja
Hectares,2000.0,4311007,2016,Área plantada,Trigo
Hectares,350.0,4311007,2016,Área colhida,Milho
Hectares,45000.0,4311007,2016,Área colhida,Soja
Hectares,2000.0,4311007,2016,Área colhida,Trigo
Toneladas,1680.0,4311007,2016,Quantidade produzida,Milho
Toneladas,54000.0,4311007,2016,Quantidade produzida,Soja
Toneladas,4800.0,4311007,2016,Quantidade produzida,Trigo
Quilogramas por Hectare,4800.0,4311007,2016,Rendimento médio da produção,Milho
Quilogramas por Hectare,1200.0,4311007,2016,Rendimento médio da produção,Soja
Quilogramas por Hectare,2400.0,4311007,2016,Rendimento médio da produção,Trigo
Mil Reais,1781.0,4311007,2016,Valor da produção,Milho
Mil Reais,68580.0,4311007,2016,Valor da produção,Soja
Mil Reais,2880.0,4311007,2016,Valor da produção,Trigo
Hectares,350.0,4311007,2017,Área plantada,Milho
Hectares,45000.0,4311007,2017,Área plantada,Soja
Hectares,2000.0,4311007,2017,Área plantada,Trigo
Hectares,350.0,4311007,2017,Área colhida,Milho
Hectares,45000.0,4311007,2017,Área colhida,Soja
Hectares,2000.0,4311007,2017,Área colhida,Trigo
Toneladas,1680.0,4311007,2017,Quantidade produzida,Milho
Toneladas,135000.0,4311007,2017,Quantidade produzida,Soja
Toneladas,4800.0,4311007,2017,Quantidade produzida,Trigo
Quilogramas por Hectare,4800.0,4311007,2017,Rendimento médio da produção,Milho
Quilogramas por Hectare,3000.0,4311007,2017,Rendimento médio da produção,Soja
Quilogramas por Hectare,2400.0,4311007,2017,Rendimento médio da produção,Trigo
Mil Reais,1176.0,4311007,2017,Valor da produção,Milho
Mil Reais,139050.0,4311007,2017,Valor da produção,Soja
Mil Reais,2880.0,4311007,2017,Valor da produção,Trigo
Hectares,100.0,4311007,2018,Área plantada,Milho
Hectares,45000.0,4311007,2018,Área plantada,Soja
Hectares,1000.0,4311007,2018,Área plantada,Trigo
Hectares,100.0,4311007,2018,Área colhida,Milho
Hectares,45000.0,4311007,2018,Área colhida,Soja
Hectares,1000.0,4311007,2018,Área colhida,Trigo
Toneladas,168.0,4311007,2018,Quantidade produzida,Milho
Toneladas,67500.0,4311007,2018,Quantidade produzida,Soja
Toneladas,1500.0,4311007,2018,Quantidade produzida,Trigo
Quilogramas por Hectare,1680.0,4311007,2018,Rendimento médio da produção,Milho
Quilogramas por Hectare,1500.0,4311007,2018,Rendimento médio da produção,Soja
Quilogramas por Hectare,1500.0,4311007,2018,Rendimento médio da produção,Trigo
Mil Reais,168.0,4311007,2018,Valor da produção,Milho
Mil Reais,87750.0,4311007,2018,Valor da produção,Soja
Mil Reais,975.0,4311007,2018,Valor da produção,Trigo
Hectares,80.0,4311007,2019,Área plantada,Milho
Hectares,45000.0,4311007,2019,Área plantada,Soja
Hectares,1000.0,4311007,2019,Área plantada,Trigo
Hectares,80.0,4311007,2019,Área colhida,Milho
Hectares,45000.0,4311007,2019,Área colhida,Soja
Hectares,1000.0,4311007,2019,Área colhida,Trigo
Toneladas,320.0,4311007,2019,Quantidade produzida,Milho
Toneladas,94500.0,4311007,2019,Quantidade produzida,Soja
Toneladas,2100.0,4311007,2019,Quantidade produzida,Trigo
Quilogramas por Hectare,4000.0,4311007,2019,Rendimento médio da produção,Milho
Quilogramas por Hectare,2100.0,4311007,2019,Rendimento médio da produção,Soja
Quilogramas por Hectare,2100.0,4311007,2019,Rendimento médio da produção,Trigo
Mil Reais,314.0,4311007,2019,Valor da produção,Milho
Mil Reais,104659.0,4311007,2019,Valor da produção,Soja
Mil Reais,1365.0,4311007,2019,Valor da produção,Trigo
Hectares,60.0,4311007,2020,Área plantada,Milho
Hectares,45000.0,4311007,2020,Área plantada,Soja
Hectares,1000.0,4311007,2020,Área plantada,Trigo
Hectares,60.0,4311007,2020,Área colhida,Milho
Hectares,45000.0,4311007,2020,Área colhida,Soja
Hectares,1000.0,4311007,2020,Área colhida,Trigo
Toneladas,180.0,4311007,2020,Quantidade produzida,Milho
Toneladas,81000.0,4311007,2020,Quantidade produzida,Soja
Toneladas,2100.0,4311007,2020,Quantidade produzida,Trigo
Quilogramas por Hectare,3000.0,4311007,2020,Rendimento médio da produção,Milho
Quilogramas por Hectare,1800.0,4311007,2020,Rendimento médio da produção,Soja
Quilogramas por Hectare,2100.0,4311007,2020,Rendimento médio da produção,Trigo
Mil Reais,196.0,4311007,2020,Valor da produção,Milho
Mil Reais,133990.0,4311007,2020,Valor da produção,Soja
Mil Reais,2449.0,4311007,2020,Valor da produção,Trigo
Hectares,250.0,4311007,2021,Área plantada,Milho
Hectares,45000.0,4311007,2021,Área plantada,Soja
Hectares,3000.0,4311007,2021,Área plantada,Trigo
Hectares,250.0,4311007,2021,Área colhida,Milho
Hectares,45000.0,4311007,2021,Área colhida,Soja
Hectares,3000.0,4311007,2021,Área colhida,Trigo
Toneladas,1250.0,4311007,2021,Quantidade produzida,Milho
Toneladas,121500.0,4311007,2021,Quantidade produzida,Soja
Toneladas,7200.0,4311007,2021,Quantidade produzida,Trigo
Quilogramas por Hectare,5000.0,4311007,2021,Rendimento médio da produção,Milho
Quilogramas por Hectare,2700.0,4311007,2021,Rendimento médio da produção,Soja
Quilogramas por Hectare,2400.0,4311007,2021,Rendimento médio da produção,Trigo
Mil Reais,1781.0,4311007,2021,Valor da produção,Milho
Mil Reais,340200.0,4311007,2021,Valor da produção,Soja
Mil Reais,9936.0,4311007,2021,Valor da produção,Trigo
Hectares,950.0,4311007,2022,Área plantada,Milho
Hectares,46000.0,4311007,2022,Área plantada,Soja
Hectares,3000.0,4311007,2022,Área plantada,Trigo
Hectares,950.0,4311007,2022,Área colhida,Milho
Hectares,46000.0,4311007,2022,Área colhida,Soja
Hectares,3000.0,4311007,2022,Área colhida,Trigo
Toneladas,3800.0,4311007,2022,Quantidade produzida,Milho
Toneladas,82800.0,4311007,2022,Quantidade produzida,Soja
Toneladas,7200.0,4311007,2022,Quantidade produzida,Trigo
Quilogramas por Hectare,4000.0,4311007,2022,Rendimento médio da produção,Milho
Quilogramas por Hectare,1800.0,4311007,2022,Rendimento médio da produção,Soja
Quilogramas por Hectare,2400.0,4311007,2022,Rendimento médio da produção,Trigo
Mil Reais,5700.0,4311007,2022,Valor da produção,Milho
Mil Reais,269100.0,4311007,2022,Valor da produção,Soja
Mil Reais,10420.0,4311007,2022,Valor da produção,Trigo
Hectares,1080.0,4311007,2023,Área plantada,Milho
Hectares,45000.0,4311007,2023,Área plantada,Soja
Hectares,3500.0,4311007,2023,Área plantada,Trigo
Hectares,1080.0,4311007,2023,Área colhida,Milho
Hectares,45000.0,4311007,2023,Área colhida,Soja
Hectares,3500.0,4311007,2023,Área colhida,Trigo
Toneladas,4050.0,4311007,2023,Quantidade produzida,Milho
Toneladas,70200.0,4311007,2023,Quantidade produzida,Soja
Toneladas,7350.0,4311007,2023,Quantidade produzida,Trigo
Quilogramas por Hectare,3750.0,4311007,2023,Rendimento médio da produção,Milho
Quilogramas por Hectare,1560.0,4311007,2023,Rendimento médio da produção,Soja
Quilogramas por Hectare,2100.0,4311007,2023,Rendimento médio da produção,Trigo
Mil Reais,4747.0,4311007,2023,Valor da produção,Milho
Mil Reais,157950.0,4311007,2023,Valor da produção,Soja
Mil Reais,7350.0,4311007,2023,Valor da produção,Trigo
Hectares,600.0,4311007,2024,Área plantada,Milho
Hectares,45000.0,4311007,2024,Área plantada,Soja
Hectares,1500.0,4311007,2024,Área plantada,Trigo
Hectares,600.0,4311007,2024,Área colhida,Milho
Hectares,30600.0,4311007,2024,Área colhida,Soja
Hectares,1500.0,4311007,2024,Área colhida,Trigo
Toneladas,1575.0,4311007,2024,Quantidade produzida,Milho
Toneladas,29376.0,4311007,2024,Quantidade produzida,Soja
Toneladas,2550.0,4311007,2024,Quantidade produzida,Trigo
Quilogramas por Hectare,2625.0,4311007,2024,Rendimento médio da produção,Milho
Quilogramas por Hectare,960.0,4311007,2024,Rendimento médio da produção,Soja
Quilogramas por Hectare,1700.0,4311007,2024,Rendimento médio da produção,Trigo
Mil Reais,1611.0,4311007,2024,Valor da produção,Milho
Mil Reais,55814.0,4311007,2024,Valor da produção,Soja
Mil Reais,2805.0,4311007,2024,Valor da produção,Trigo
Hectares,3000.0,4311106,2010,Área plantada,Fumo
Hectares,3000.0,4311106,2010,Área plantada,Milho
Hectares,4500.0,4311106,2010,Área plantada,Soja
Hectares,25.0,4311106,2010,Área plantada,Trigo
Hectares,3000.0,4311106,2010,Área colhida,Fumo
Hectares,3000.0,4311106,2010,Área colhida,Milho
Hectares,4500.0,4311106,2010,Área colhida,Soja
Hectares,25.0,4311106,2010,Área colhida,Trigo
Toneladas,4620.0,4311106,2010,Quantidade produzida,Fumo
Toneladas,7200.0,4311106,2010,Quantidade produzida,Milho
Toneladas,7087.0,4311106,2010,Quantidade produzida,Soja
Toneladas,53.0,4311106,2010,Quantidade produzida,Trigo
Quilogramas por Hectare,1540.0,4311106,2010,Rendimento médio da produção,Fumo
Quilogramas por Hectare,2400.0,4311106,2010,Rendimento médio da produção,Milho
Quilogramas por Hectare,1574.0,4311106,2010,Rendimento médio da produção,Soja
Quilogramas por Hectare,2120.0,4311106,2010,Rendimento médio da produção,Trigo
Mil Reais,31335.0,4311106,2010,Valor da produção,Fumo
Mil Reais,1753.0,4311106,2010,Valor da produção,Milho
Mil Reais,3720.0,4311106,2010,Valor da produção,Soja
Mil Reais,18.0,4311106,2010,Valor da produção,Trigo
Hectares,2200.0,4311106,2011,Área plantada,Fumo
Hectares,3000.0,4311106,2011,Área plantada,Milho
Hectares,4700.0,4311106,2011,Área plantada,Soja
Hectares,30.0,4311106,2011,Área plantada,Trigo
Hectares,2200.0,4311106,2011,Área colhida,Fumo
Hectares,3000.0,4311106,2011,Área colhida,Milho
Hectares,4700.0,4311106,2011,Área colhida,Soja
Hectares,30.0,4311106,2011,Área colhida,Trigo
Toneladas,4400.0,4311106,2011,Quantidade produzida,Fumo
Toneladas,9000.0,4311106,2011,Quantidade produzida,Milho
Toneladas,10434.0,4311106,2011,Quantidade produzida,Soja
Toneladas,63.0,4311106,2011,Quantidade produzida,Trigo
Quilogramas por Hectare,2000.0,4311106,2011,Rendimento médio da produção,Fumo
Quilogramas por Hectare,3000.0,4311106,2011,Rendimento médio da produção,Milho
Quilogramas por Hectare,2220.0,4311106,2011,Rendimento médio da produção,Soja
Quilogramas por Hectare,2100.0,4311106,2011,Rendimento médio da produção,Trigo
Mil Reais,19947.0,4311106,2011,Valor da produção,Fumo
Mil Reais,3641.0,4311106,2011,Valor da produção,Milho
Mil Reais,7007.0,4311106,2011,Valor da produção,Soja
Mil Reais,25.0,4311106,2011,Valor da produção,Trigo
Hectares,2600.0,4311106,2012,Área plantada,Fumo
Hectares,3000.0,4311106,2012,Área plantada,Milho
Hectares,5000.0,4311106,2012,Área plantada,Soja
Hectares,50.0,4311106,2012,Área plantada,Trigo
Hectares,2600.0,4311106,2012,Área colhida,Fumo
Hectares,3000.0,4311106,2012,Área colhida,Milho
Hectares,5000.0,4311106,2012,Área colhida,Soja
Hectares,50.0,4311106,2012,Área colhida,Trigo
Toneladas,5720.0,4311106,2012,Quantidade produzida,Fumo
Toneladas,6000.0,4311106,2012,Quantidade produzida,Milho
Toneladas,7500.0,4311106,2012,Quantidade produzida,Soja
Toneladas,81.0,4311106,2012,Quantidade produzida,Trigo
Quilogramas por Hectare,2200.0,4311106,2012,Rendimento médio da produção,Fumo
Quilogramas por Hectare,2000.0,4311106,2012,Rendimento médio da produção,Milho
Quilogramas por Hectare,1500.0,4311106,2012,Rendimento médio da produção,Soja
Quilogramas por Hectare,1620.0,4311106,2012,Rendimento médio da produção,Trigo
Mil Reais,32804.0,4311106,2012,Valor da produção,Fumo
Mil Reais,2660.0,4311106,2012,Valor da produção,Milho
Mil Reais,6613.0,4311106,2012,Valor da produção,Soja
Mil Reais,41.0,4311106,2012,Valor da produção,Trigo
Hectares,3000.0,4311106,2013,Área plantada,Fumo
Hectares,3000.0,4311106,2013,Área plantada,Milho
Hectares,5000.0,4311106,2013,Área plantada,Soja
Hectares,50.0,4311106,2013,Área plantada,Trigo
Hectares,3000.0,4311106,2013,Área colhida,Fumo
Hectares,3000.0,4311106,2013,Área colhida,Milho
Hectares,5000.0,4311106,2013,Área colhida,Soja
Hectares,50.0,4311106,2013,Área colhida,Trigo
Toneladas,5400.0,4311106,2013,Quantidade produzida,Fumo
Toneladas,8100.0,4311106,2013,Quantidade produzida,Milho
Toneladas,13500.0,4311106,2013,Quantidade produzida,Soja
Toneladas,100.0,4311106,2013,Quantidade produzida,Trigo
Quilogramas por Hectare,1800.0,4311106,2013,Rendimento médio da produção,Fumo
Quilogramas por Hectare,2700.0,4311106,2013,Rendimento médio da produção,Milho
Quilogramas por Hectare,2700.0,4311106,2013,Rendimento médio da produção,Soja
Quilogramas por Hectare,2000.0,4311106,2013,Rendimento médio da produção,Trigo
Mil Reais,37746.0,4311106,2013,Valor da produção,Fumo
Mil Reais,3406.0,4311106,2013,Valor da produção,Milho
Mil Reais,11977.0,4311106,2013,Valor da produção,Soja
Mil Reais,50.0,4311106,2013,Valor da produção,Trigo
Hectares,1485.0,4311106,2014,Área plantada,Fumo
Hectares,3000.0,4311106,2014,Área plantada,Milho
Hectares,5000.0,4311106,2014,Área plantada,Soja
Hectares,30.0,4311106,2014,Área plantada,Trigo
Hectares,1485.0,4311106,2014,Área colhida,Fumo
Hectares,3000.0,4311106,2014,Área colhida,Milho
Hectares,5000.0,4311106,2014,Área colhida,Soja
Hectares,30.0,4311106,2014,Área colhida,Trigo
Toneladas,3147.0,4311106,2014,Quantidade produzida,Fumo
Toneladas,8100.0,4311106,2014,Quantidade produzida,Milho
Toneladas,9000.0,4311106,2014,Quantidade produzida,Soja
Toneladas,63.0,4311106,2014,Quantidade produzida,Trigo
Quilogramas por Hectare,2119.0,4311106,2014,Rendimento médio da produção,Fumo
Quilogramas por Hectare,2700.0,4311106,2014,Rendimento médio da produção,Milho
Quilogramas por Hectare,1800.0,4311106,2014,Rendimento médio da produção,Soja
Quilogramas por Hectare,2100.0,4311106,2014,Rendimento médio da produção,Trigo
Mil Reais,23523.0,4311106,2014,Valor da produção,Fumo
Mil Reais,3530.0,4311106,2014,Valor da produção,Milho
Mil Reais,9570.0,4311106,2014,Valor da produção,Soja
Mil Reais,28.0,4311106,2014,Valor da produção,Trigo
Hectares,3000.0,4311106,2015,Área plantada,Fumo
Hectares,2700.0,4311106,2015,Área plantada,Milho
Hectares,5500.0,4311106,2015,Área plantada,Soja
Hectares,3000.0,4311106,2015,Área colhida,Fumo
Hectares,2700.0,4311106,2015,Área colhida,Milho
Hectares,5500.0,4311106,2015,Área colhida,Soja
Toneladas,6300.0,4311106,2015,Quantidade produzida,Fumo
Toneladas,10800.0,4311106,2015,Quantidade produzida,Milho
Toneladas,13200.0,4311106,2015,Quantidade produzida,Soja
Quilogramas por Hectare,2100.0,4311106,2015,Rendimento médio da produção,Fumo
Quilogramas por Hectare,4000.0,4311106,2015,Rendimento médio da produção,Milho
Quilogramas por Hectare,2400.0,4311106,2015,Rendimento médio da produção,Soja
Mil Reais,46200.0,4311106,2015,Valor da produção,Fumo
Mil Reais,3856.0,4311106,2015,Valor da produção,Milho
Mil Reais,12698.0,4311106,2015,Valor da produção,Soja
Hectares,3000.0,4311106,2016,Área plantada,Fumo
Hectares,2850.0,4311106,2016,Área plantada,Milho
Hectares,5500.0,4311106,2016,Área plantada,Soja
Hectares,3000.0,4311106,2016,Área colhida,Fumo
Hectares,2850.0,4311106,2016,Área colhida,Milho
Hectares,5500.0,4311106,2016,Área colhida,Soja
Toneladas,3000.0,4311106,2016,Quantidade produzida,Fumo
Toneladas,10260.0,4311106,2016,Quantidade produzida,Milho
Toneladas,13200.0,4311106,2016,Quantidade produzida,Soja
Quilogramas por Hectare,1000.0,4311106,2016,Rendimento médio da produção,Fumo
Quilogramas por Hectare,3600.0,4311106,2016,Rendimento médio da produção,Milho
Quilogramas por Hectare,2400.0,4311106,2016,Rendimento médio da produção,Soja
Mil Reais,31898.0,4311106,2016,Valor da produção,Fumo
Mil Reais,6044.0,4311106,2016,Valor da produção,Milho
Mil Reais,15233.0,4311106,2016,Valor da produção,Soja
Hectares,3200.0,4311106,2017,Área plantada,Fumo
Hectares,3000.0,4311106,2017,Área plantada,Milho
Hectares,5800.0,4311106,2017,Área plantada,Soja
Hectares,3200.0,4311106,2017,Área colhida,Fumo
Hectares,3000.0,4311106,2017,Área colhida,Milho
Hectares,5800.0,4311106,2017,Área colhida,Soja
Toneladas,5760.0,4311106,2017,Quantidade produzida,Fumo
Toneladas,12600.0,4311106,2017,Quantidade produzida,Milho
Toneladas,17400.0,4311106,2017,Quantidade produzida,Soja
Quilogramas por Hectare,1800.0,4311106,2017,Rendimento médio da produção,Fumo
Quilogramas por Hectare,4200.0,4311106,2017,Rendimento médio da produção,Milho
Quilogramas por Hectare,3000.0,4311106,2017,Rendimento médio da produção,Soja
Mil Reais,38822.0,4311106,2017,Valor da produção,Fumo
Mil Reais,5462.0,4311106,2017,Valor da produção,Milho
Mil Reais,16333.0,4311106,2017,Valor da produção,Soja
Hectares,1800.0,4311106,2018,Área plantada,Fumo
Hectares,2300.0,4311106,2018,Área plantada,Milho
Hectares,8500.0,4311106,2018,Área plantada,Soja
Hectares,1800.0,4311106,2018,Área colhida,Fumo
Hectares,2300.0,4311106,2018,Área colhida,Milho
Hectares,8500.0,4311106,2018,Área colhida,Soja
Toneladas,3240.0,4311106,2018,Quantidade produzida,Fumo
Toneladas,9960.0,4311106,2018,Quantidade produzida,Milho
Toneladas,24480.0,4311106,2018,Quantidade produzida,Soja
Quilogramas por Hectare,1800.0,4311106,2018,Rendimento médio da produção,Fumo
Quilogramas por Hectare,4330.0,4311106,2018,Rendimento médio da produção,Milho
Quilogramas por Hectare,2880.0,4311106,2018,Rendimento médio da produção,Soja
Mil Reais,25920.0,4311106,2018,Valor da produção,Fumo
Mil Reais,4482.0,4311106,2018,Valor da produção,Milho
Mil Reais,30012.0,4311106,2018,Valor da produção,Soja
Hectares,1800.0,4311106,2019,Área plantada,Fumo
Hectares,2000.0,4311106,2019,Área plantada,Milho
Hectares,9000.0,4311106,2019,Área plantada,Soja
Hectares,1800.0,4311106,2019,Área colhida,Fumo
Hectares,2000.0,4311106,2019,Área colhida,Milho
Hectares,9000.0,4311106,2019,Área colhida,Soja
Toneladas,3240.0,4311106,2019,Quantidade produzida,Fumo
Toneladas,8400.0,4311106,2019,Quantidade produzida,Milho
Toneladas,25380.0,4311106,2019,Quantidade produzida,Soja
Quilogramas por Hectare,1800.0,4311106,2019,Rendimento médio da produção,Fumo
Quilogramas por Hectare,4200.0,4311106,2019,Rendimento médio da produção,Milho
Quilogramas por Hectare,2820.0,4311106,2019,Rendimento médio da produção,Soja
Mil Reais,25920.0,4311106,2019,Valor da produção,Fumo
Mil Reais,5040.0,4311106,2019,Valor da produção,Milho
Mil Reais,30456.0,4311106,2019,Valor da produção,Soja
Hectares,1800.0,4311106,2020,Área plantada,Fumo
Hectares,1600.0,4311106,2020,Área plantada,Milho
Hectares,10000.0,4311106,2020,Área plantada,Soja
Hectares,1800.0,4311106,2020,Área colhida,Fumo
Hectares,1600.0,4311106,2020,Área colhida,Milho
Hectares,10000.0,4311106,2020,Área colhida,Soja
Toneladas,3240.0,4311106,2020,Quantidade produzida,Fumo
Toneladas,1824.0,4311106,2020,Quantidade produzida,Milho
Toneladas,10800.0,4311106,2020,Quantidade produzida,Soja
Quilogramas por Hectare,1800.0,4311106,2020,Rendimento médio da produção,Fumo
Quilogramas por Hectare,1140.0,4311106,2020,Rendimento médio da produção,Milho
Quilogramas por Hectare,1080.0,4311106,2020,Rendimento médio da produção,Soja
Mil Reais,28078.0,4311106,2020,Valor da produção,Fumo
Mil Reais,1432.0,4311106,2020,Valor da produção,Milho
Mil Reais,16680.0,4311106,2020,Valor da produção,Soja
Hectares,1700.0,4311106,2021,Área plantada,Fumo
Hectares,1650.0,4311106,2021,Área plantada,Milho
Hectares,10700.0,4311106,2021,Área plantada,Soja
Hectares,1700.0,4311106,2021,Área colhida,Fumo
Hectares,1650.0,4311106,2021,Área colhida,Milho
Hectares,10700.0,4311106,2021,Área colhida,Soja
Toneladas,3366.0,4311106,2021,Quantidade produzida,Fumo
Toneladas,5940.0,4311106,2021,Quantidade produzida,Milho
Toneladas,33384.0,4311106,2021,Quantidade produzida,Soja
Quilogramas por Hectare,1980.0,4311106,2021,Rendimento médio da produção,Fumo
Quilogramas por Hectare,3600.0,4311106,2021,Rendimento médio da produção,Milho
Quilogramas por Hectare,3120.0,4311106,2021,Rendimento médio da produção,Soja
Mil Reais,26928.0,4311106,2021,Valor da produção,Fumo
Mil Reais,8165.0,4311106,2021,Valor da produção,Milho
Mil Reais,91238.0,4311106,2021,Valor da produção,Soja
Hectares,1700.0,4311106,2022,Área plantada,Fumo
Hectares,900.0,4311106,2022,Área plantada,Milho
Hectares,13000.0,4311106,2022,Área plantada,Soja
Hectares,200.0,4311106,2022,Área plantada,Trigo
Hectares,1700.0,4311106,2022,Área colhida,Fumo
Hectares,900.0,4311106,2022,Área colhida,Milho
Hectares,13000.0,4311106,2022,Área colhida,Soja
Hectares,200.0,4311106,2022,Área colhida,Trigo
Toneladas,3315.0,4311106,2022,Quantidade produzida,Fumo
Toneladas,1890.0,4311106,2022,Quantidade produzida,Milho
Toneladas,9360.0,4311106,2022,Quantidade produzida,Soja
Toneladas,660.0,4311106,2022,Quantidade produzida,Trigo
Quilogramas por Hectare,1950.0,4311106,2022,Rendimento médio da produção,Fumo
Quilogramas por Hectare,2100.0,4311106,2022,Rendimento médio da produção,Milho
Quilogramas por Hectare,720.0,4311106,2022,Rendimento médio da produção,Soja
Quilogramas por Hectare,3300.0,4311106,2022,Rendimento médio da produção,Trigo
Mil Reais,40885.0,4311106,2022,Valor da produção,Fumo
Mil Reais,2861.0,4311106,2022,Valor da produção,Milho
Mil Reais,31824.0,4311106,2022,Valor da produção,Soja
Mil Reais,990.0,4311106,2022,Valor da produção,Trigo
Hectares,1700.0,4311106,2023,Área plantada,Fumo
Hectares,900.0,4311106,2023,Área plantada,Milho
Hectares,13000.0,4311106,2023,Área plantada,Soja
Hectares,300.0,4311106,2023,Área plantada,Trigo
Hectares,1700.0,4311106,2023,Área colhida,Fumo
Hectares,900.0,4311106,2023,Área colhida,Milho
Hectares,13000.0,4311106,2023,Área colhida,Soja
Hectares,300.0,4311106,2023,Área colhida,Trigo
Toneladas,3060.0,4311106,2023,Quantidade produzida,Fumo
Toneladas,1620.0,4311106,2023,Quantidade produzida,Milho
Toneladas,13260.0,4311106,2023,Quantidade produzida,Soja
Toneladas,450.0,4311106,2023,Quantidade produzida,Trigo
Quilogramas por Hectare,1800.0,4311106,2023,Rendimento médio da produção,Fumo
Quilogramas por Hectare,1800.0,4311106,2023,Rendimento médio da produção,Milho
Quilogramas por Hectare,1020.0,4311106,2023,Rendimento médio da produção,Soja
Quilogramas por Hectare,1500.0,4311106,2023,Rendimento médio da produção,Trigo
Mil Reais,51000.0,4311106,2023,Valor da produção,Fumo
Mil Reais,2030.0,4311106,2023,Valor da produção,Milho
Mil Reais,27404.0,4311106,2023,Valor da produção,Soja
Mil Reais,420.0,4311106,2023,Valor da produção,Trigo
Hectares,1599.0,4311106,2024,Área plantada,Fumo
Hectares,1450.0,4311106,2024,Área plantada,Milho
Hectares,13800.0,4311106,2024,Área plantada,Soja
Hectares,300.0,4311106,2024,Área plantada,Trigo
Hectares,1599.0,4311106,2024,Área colhida,Fumo
Hectares,1450.0,4311106,2024,Área colhida,Milho
Hectares,13500.0,4311106,2024,Área colhida,Soja
Hectares,300.0,4311106,2024,Área colhida,Trigo
Toneladas,2365.0,4311106,2024,Quantidade produzida,Fumo
Toneladas,4440.0,4311106,2024,Quantidade produzida,Milho
Toneladas,36450.0,4311106,2024,Quantidade produzida,Soja
Toneladas,720.0,4311106,2024,Quantidade produzida,Trigo
Quilogramas por Hectare,1479.0,4311106,2024,Rendimento médio da produção,Fumo
Quilogramas por Hectare,3062.0,4311106,2024,Rendimento médio da produção,Milho
Quilogramas por Hectare,2700.0,4311106,2024,Rendimento médio da produção,Soja
Quilogramas por Hectare,2400.0,4311106,2024,Rendimento médio da produção,Trigo
Mil Reais,46614.0,4311106,2024,Valor da produção,Fumo
Mil Reais,3905.0,4311106,2024,Valor da produção,Milho
Mil Reais,72444.0,4311106,2024,Valor da produção,Soja
Mil Reais,778.0,4311106,2024,Valor da produção,Trigo
Hectares,1200.0,4311122,2010,Área plantada,Milho
Hectares,1200.0,4311122,2010,Área colhida,Milho
Toneladas,3600.0,4311122,2010,Quantidade produzida,Milho
Quilogramas por Hectare,3000.0,4311122,2010,Rendimento médio da produção,Milho
Mil Reais,1440.0,4311122,2010,Valor da produção,Milho
Hectares,1200.0,4311122,2011,Área plantada,Milho
Hectares,1200.0,4311122,2011,Área colhida,Milho
Toneladas,4200.0,4311122,2011,Quantidade produzida,Milho
Quilogramas por Hectare,3500.0,4311122,2011,Rendimento médio da produção,Milho
Mil Reais,1399.0,4311122,2011,Valor da produção,Milho
Hectares,1200.0,4311122,2012,Área plantada,Milho
Hectares,1200.0,4311122,2012,Área colhida,Milho
Toneladas,3762.0,4311122,2012,Quantidade produzida,Milho
Quilogramas por Hectare,3135.0,4311122,2012,Rendimento médio da produção,Milho
Mil Reais,2193.0,4311122,2012,Valor da produção,Milho
Hectares,768.0,4311122,2013,Área plantada,Milho
Hectares,768.0,4311122,2013,Área colhida,Milho
Toneladas,3168.0,4311122,2013,Quantidade produzida,Milho
Quilogramas por Hectare,4125.0,4311122,2013,Rendimento médio da produção,Milho
Mil Reais,1331.0,4311122,2013,Valor da produção,Milho
Hectares,960.0,4311122,2014,Área plantada,Milho
Hectares,960.0,4311122,2014,Área colhida,Milho
Toneladas,2400.0,4311122,2014,Quantidade produzida,Milho
Quilogramas por Hectare,2500.0,4311122,2014,Rendimento médio da produção,Milho
Mil Reais,960.0,4311122,2014,Valor da produção,Milho
