Unidade de Medida,valor,cod_municipio,ano,variavel,produto
Quilogramas por Hectare,3333.0,4302709,2019,Rendimento médio da produção,Milho
Quilogramas por Hectare,3000.0,4302709,2019,Rendimento médio da produção,Soja
Mil Reais,130.0,4302709,2019,Valor da produção,Fumo
Mil Reais,230.0,4302709,2019,Valor da produção,Milho
Mil Reais,36600.0,4302709,2019,Valor da produção,Soja
Hectares,6.0,4302709,2020,Área plantada,Fumo
Hectares,160.0,4302709,2020,Área plantada,Milho
Hectares,11000.0,4302709,2020,Área plantada,Soja
Hectares,400.0,4302709,2020,Área plantada,Trigo
Hectares,6.0,4302709,2020,Área colhida,Fumo
Hectares,160.0,4302709,2020,Área colhida,Milho
Hectares,11000.0,4302709,2020,Área colhida,Soja
Hectares,400.0,4302709,2020,Área colhida,Trigo
Toneladas,8.0,4302709,2020,Quantidade produzida,Fumo
Toneladas,160.0,4302709,2020,Quantidade produzida,Milho
Toneladas,9900.0,4302709,2020,Quantidade produzida,Soja
Toneladas,1200.0,4302709,2020,Quantidade produzida,Trigo
Quilogramas por Hectare,1333.0,4302709,2020,Rendimento médio da produção,Fumo
Quilogramas por Hectare,1000.0,4302709,2020,Rendimento médio da produção,Milho
Quilogramas por Hectare,900.0,4302709,2020,Rendimento médio da produção,Soja
Quilogramas por Hectare,3000.0,4302709,2020,Rendimento médio da produção,Trigo
Mil Reais,70.0,4302709,2020,Valor da produção,Fumo
Mil Reais,128.0,4302709,2020,Valor da produção,Milho
Mil Reais,15284.0,4302709,2020,Valor da produção,Soja
Mil Reais,1440.0,4302709,2020,Valor da produção,Trigo
Hectares,6.0,4302709,2021,Área plantada,Fumo
Hectares,200.0,4302709,2021,Área plantada,Milho
Hectares,11000.0,4302709,2021,Área plantada,Soja
Hectares,400.0,4302709,2021,Área plantada,Trigo
Hectares,6.0,4302709,2021,Área colhida,Fumo
Hectares,200.0,4302709,2021,Área colhida,Milho
Hectares,11000.0,4302709,2021,Área colhida,Soja
Hectares,400.0,4302709,2021,Área colhida,Trigo
Toneladas,9.0,4302709,2021,Quantidade produzida,Fumo
Toneladas,600.0,4302709,2021,Quantidade produzida,Milho
Toneladas,38500.0,4302709,2021,Quantidade produzida,Soja
Toneladas,1120.0,4302709,2021,Quantidade produzida,Trigo
Quilogramas por Hectare,1500.0,4302709,2021,Rendimento médio da produção,Fumo
Quilogramas por Hectare,3000.0,4302709,2021,Rendimento médio da produção,Milho
Quilogramas por Hectare,3500.0,4302709,2021,Rendimento médio da produção,Soja
Quilogramas por Hectare,2800.0,4302709,2021,Rendimento médio da produção,Trigo
Mil Reais,63.0,4302709,2021,Valor da produção,Fumo
Mil Reais,788.0,4302709,2021,Valor da produção,Milho
Mil Reais,83545.0,4302709,2021,Valor da produção,Soja
Mil Reais,1529.0,4302709,2021,Valor da produção,Trigo
Hectares,6.0,4302709,2022,Área plantada,Fumo
Hectares,260.0,4302709,2022,Área plantada,Milho
Hectares,11000.0,4302709,2022,Área plantada,Soja
Hectares,600.0,4302709,2022,Área plantada,Trigo
Hectares,6.0,4302709,2022,Área colhida,Fumo
Hectares,260.0,4302709,2022,Área colhida,Milho
Hectares,11000.0,4302709,2022,Área colhida,Soja
Hectares,600.0,4302709,2022,Área colhida,Trigo
Toneladas,11.0,4302709,2022,Quantidade produzida,Fumo
Toneladas,780.0,4302709,2022,Quantidade produzida,Milho
Toneladas,33000.0,4302709,2022,Quantidade produzida,Soja
Toneladas,1680.0,4302709,2022,Quantidade produzida,Trigo
Quilogramas por Hectare,1833.0,4302709,2022,Rendimento médio da produção,Fumo
Quilogramas por Hectare,3000.0,4302709,2022,Rendimento médio da produção,Milho
Quilogramas por Hectare,3000.0,4302709,2022,Rendimento médio da produção,Soja
Quilogramas por Hectare,2800.0,4302709,2022,Rendimento médio da produção,Trigo
Mil Reais,176.0,4302709,2022,Valor da produção,Fumo
Mil Reais,1204.0,4302709,2022,Valor da produção,Milho
Mil Reais,99000.0,4302709,2022,Valor da produção,Soja
Mil Reais,2436.0,4302709,2022,Valor da produção,Trigo
Hectares,2.0,4302709,2023,Área plantada,Fumo
Hectares,200.0,4302709,2023,Área plantada,Milho
Hectares,12000.0,4302709,2023,Área plantada,Soja
Hectares,1200.0,4302709,2023,Área plantada,Trigo
Hectares,2.0,4302709,2023,Área colhida,Fumo
Hectares,200.0,4302709,2023,Área colhida,Milho
Hectares,12000.0,4302709,2023,Área colhida,Soja
Hectares,1200.0,4302709,2023,Área colhida,Trigo
Toneladas,3.0,4302709,2023,Quantidade produzida,Fumo
Toneladas,600.0,4302709,2023,Quantidade produzida,Milho
Toneladas,31500.0,4302709,2023,Quantidade produzida,Soja
Toneladas,1850.0,4302709,2023,Quantidade produzida,Trigo
Quilogramas por Hectare,1500.0,4302709,2023,Rendimento médio da produção,Fumo
Quilogramas por Hectare,3000.0,4302709,2023,Rendimento médio da produção,Milho
Quilogramas por Hectare,2625.0,4302709,2023,Rendimento médio da produção,Soja
Quilogramas por Hectare,1542.0,4302709,2023,Rendimento médio da produção,Trigo
Mil Reais,52.0,4302709,2023,Valor da produção,Fumo
Mil Reais,2340.0,4302709,2023,Valor da produção,Milho
Mil Reais,69300.0,4302709,2023,Valor da produção,Soja
Mil Reais,1573.0,4302709,2023,Valor da produção,Trigo
Hectares,2.0,4302709,2024,Área plantada,Fumo
Hectares,500.0,4302709,2024,Área plantada,Milho
Hectares,13500.0,4302709,2024,Área plantada,Soja
Hectares,800.0,4302709,2024,Área plantada,Trigo
Hectares,2.0,4302709,2024,Área colhida,Fumo
Hectares,500.0,4302709,2024,Área colhida,Milho
Hectares,13500.0,4302709,2024,Área colhida,Soja
Hectares,800.0,4302709,2024,Área colhida,Trigo
Toneladas,3.0,4302709,2024,Quantidade produzida,Fumo
Toneladas,1500.0,4302709,2024,Quantidade produzida,Milho
Toneladas,38813.0,4302709,2024,Quantidade produzida,Soja
Toneladas,1234.0,4302709,2024,Quantidade produzida,Trigo
Quilogramas por Hectare,1500.0,4302709,2024,Rendimento médio da produção,Fumo
Quilogramas por Hectare,3000.0,4302709,2024,Rendimento médio da produção,Milho
Quilogramas por Hectare,2875.0,4302709,2024,Rendimento médio da produção,Soja
Quilogramas por Hectare,1543.0,4302709,2024,Rendimento médio da produção,Trigo
Mil Reais,60.0,4302709,2024,Valor da produção,Fumo
Mil Reais,3000.0,4302709,2024,Valor da produção,Milho
Mil Reais,79567.0,4302709,2024,Valor da produção,Soja
Mil Reais,2715.0,4302709,2024,Valor da produção,Trigo
Hectares,165.0,4302808,2010,Área plantada,Fumo
Hectares,2000.0,4302808,2010,Área plantada,Milho
Hectares,7000.0,4302808,2010,Área plantada,Soja
Hectares,180.0,4302808,2010,Área plantada,Trigo
Hectares,165.0,4302808,2010,Área colhida,Fumo
Hectares,2000.0,4302808,2010,Área colhida,Milho
Hectares,7000.0,4302808,2010,Área colhida,Soja
Hectares,180.0,4302808,2010,Área colhida,Trigo
Toneladas,198.0,4302808,2010,Quantidade produzida,Fumo
Toneladas,3120.0,4302808,2010,Quantidade produzida,Milho
Toneladas,16800.0,4302808,2010,Quantidade produzida,Soja
Toneladas,378.0,4302808,2010,Quantidade produzida,Trigo
Quilogramas por Hectare,1200.0,4302808,2010,Rendimento médio da produção,Fumo
Quilogramas por Hectare,1560.0,4302808,2010,Rendimento médio da produção,Milho
Quilogramas por Hectare,2400.0,4302808,2010,Rendimento médio da produção,Soja
Quilogramas por Hectare,2100.0,4302808,2010,Rendimento médio da produção,Trigo
Mil Reais,1344.0,4302808,2010,Valor da produção,Fumo
Mil Reais,1185.0,4302808,2010,Valor da produção,Milho
Mil Reais,10219.0,4302808,2010,Valor da produção,Soja
Mil Reais,144.0,4302808,2010,Valor da produção,Trigo
Hectares,165.0,4302808,2011,Área plantada,Fumo
Hectares,2000.0,4302808,2011,Área plantada,Milho
Hectares,7000.0,4302808,2011,Área plantada,Soja
Hectares,400.0,4302808,2011,Área plantada,Trigo
Hectares,165.0,4302808,2011,Área colhida,Fumo
Hectares,2000.0,4302808,2011,Área colhida,Milho
Hectares,7000.0,4302808,2011,Área colhida,Soja
Hectares,400.0,4302808,2011,Área colhida,Trigo
Toneladas,198.0,4302808,2011,Quantidade produzida,Fumo
Toneladas,3000.0,4302808,2011,Quantidade produzida,Milho
Toneladas,16415.0,4302808,2011,Quantidade produzida,Soja
Toneladas,960.0,4302808,2011,Quantidade produzida,Trigo
Quilogramas por Hectare,1200.0,4302808,2011,Rendimento médio da produção,Fumo
Quilogramas por Hectare,1500.0,4302808,2011,Rendimento médio da produção,Milho
Quilogramas por Hectare,2345.0,4302808,2011,Rendimento médio da produção,Soja
Quilogramas por Hectare,2400.0,4302808,2011,Rendimento médio da produção,Trigo
Mil Reais,891.0,4302808,2011,Valor da produção,Fumo
Mil Reais,1352.0,4302808,2011,Valor da produção,Milho
Mil Reais,11854.0,4302808,2011,Valor da produção,Soja
Mil Reais,391.0,4302808,2011,Valor da produção,Trigo
Hectares,12.0,4302808,2012,Área plantada,Fumo
Hectares,900.0,4302808,2012,Área plantada,Milho
Hectares,10000.0,4302808,2012,Área plantada,Soja
Hectares,700.0,4302808,2012,Área plantada,Trigo
Hectares,12.0,4302808,2012,Área colhida,Fumo
Hectares,450.0,4302808,2012,Área colhida,Milho
Hectares,5000.0,4302808,2012,Área colhida,Soja
Hectares,700.0,4302808,2012,Área colhida,Trigo
Toneladas,29.0,4302808,2012,Quantidade produzida,Fumo
Toneladas,540.0,4302808,2012,Quantidade produzida,Milho
Toneladas,6000.0,4302808,2012,Quantidade produzida,Soja
Toneladas,1680.0,4302808,2012,Quantidade produzida,Trigo
Quilogramas por Hectare,2417.0,4302808,2012,Rendimento médio da produção,Fumo
Quilogramas por Hectare,1200.0,4302808,2012,Rendimento médio da produção,Milho
Quilogramas por Hectare,1200.0,4302808,2012,Rendimento médio da produção,Soja
Quilogramas por Hectare,2400.0,4302808,2012,Rendimento médio da produção,Trigo
Mil Reais,131.0,4302808,2012,Valor da produção,Fumo
Mil Reais,244.0,4302808,2012,Valor da produção,Milho
Mil Reais,5769.0,4302808,2012,Valor da produção,Soja
Mil Reais,868.0,4302808,2012,Valor da produção,Trigo
Hectares,24.0,4302808,2013,Área plantada,Fumo
Hectares,1700.0,4302808,2013,Área plantada,Milho
Hectares,15000.0,4302808,2013,Área plantada,Soja
Hectares,1000.0,4302808,2013,Área plantada,Trigo
Hectares,24.0,4302808,2013,Área colhida,Fumo
Hectares,1360.0,4302808,2013,Área colhida,Milho
Hectares,15000.0,4302808,2013,Área colhida,Soja
Hectares,1000.0,4302808,2013,Área colhida,Trigo
Toneladas,56.0,4302808,2013,Quantidade produzida,Fumo
Toneladas,3264.0,4302808,2013,Quantidade produzida,Milho
Toneladas,36000.0,4302808,2013,Quantidade produzida,Soja
Toneladas,2400.0,4302808,2013,Quantidade produzida,Trigo
Quilogramas por Hectare,2333.0,4302808,2013,Rendimento médio da produção,Fumo
Quilogramas por Hectare,2400.0,4302808,2013,Rendimento médio da produção,Milho
Quilogramas por Hectare,2400.0,4302808,2013,Rendimento médio da produção,Soja
Quilogramas por Hectare,2400.0,4302808,2013,Rendimento médio da produção,Trigo
Mil Reais,271.0,4302808,2013,Valor da produção,Fumo
Mil Reais,1484.0,4302808,2013,Valor da produção,Milho
Mil Reais,37401.0,4302808,2013,Valor da produção,Soja
Mil Reais,1422.0,4302808,2013,Valor da produção,Trigo
Hectares,10.0,4302808,2014,Área plantada,Fumo
Hectares,2000.0,4302808,2014,Área plantada,Milho
Hectares,15000.0,4302808,2014,Área plantada,Soja
Hectares,1000.0,4302808,2014,Área plantada,Trigo
Hectares,10.0,4302808,2014,Área colhida,Fumo
Hectares,2000.0,4302808,2014,Área colhida,Milho
Hectares,15000.0,4302808,2014,Área colhida,Soja
Hectares,1000.0,4302808,2014,Área colhida,Trigo
Toneladas,23.0,4302808,2014,Quantidade produzida,Fumo
Toneladas,3600.0,4302808,2014,Quantidade produzida,Milho
Toneladas,34095.0,4302808,2014,Quantidade produzida,Soja
Toneladas,1800.0,4302808,2014,Quantidade produzida,Trigo
Quilogramas por Hectare,2300.0,4302808,2014,Rendimento médio da produção,Fumo
Quilogramas por Hectare,1800.0,4302808,2014,Rendimento médio da produção,Milho
Quilogramas por Hectare,2273.0,4302808,2014,Rendimento médio da produção,Soja
Quilogramas por Hectare,1800.0,4302808,2014,Rendimento médio da produção,Trigo
Mil Reais,175.0,4302808,2014,Valor da produção,Fumo
Mil Reais,1398.0,4302808,2014,Valor da produção,Milho
Mil Reais,34856.0,4302808,2014,Valor da produção,Soja
Mil Reais,749.0,4302808,2014,Valor da produção,Trigo
Hectares,10.0,4302808,2015,Área plantada,Fumo
Hectares,2000.0,4302808,2015,Área plantada,Milho
Hectares,15000.0,4302808,2015,Área plantada,Soja
Hectares,600.0,4302808,2015,Área plantada,Trigo
Hectares,10.0,4302808,2015,Área colhida,Fumo
Hectares,2000.0,4302808,2015,Área colhida,Milho
Hectares,15000.0,4302808,2015,Área colhida,Soja
Hectares,600.0,4302808,2015,Área colhida,Trigo
Toneladas,23.0,4302808,2015,Quantidade produzida,Fumo
Toneladas,4224.0,4302808,2015,Quantidade produzida,Milho
Toneladas,39000.0,4302808,2015,Quantidade produzida,Soja
Toneladas,1440.0,4302808,2015,Quantidade produzida,Trigo
Quilogramas por Hectare,2300.0,4302808,2015,Rendimento médio da produção,Fumo
Quilogramas por Hectare,2112.0,4302808,2015,Rendimento médio da produção,Milho
Quilogramas por Hectare,2600.0,4302808,2015,Rendimento médio da produção,Soja
Quilogramas por Hectare,2400.0,4302808,2015,Rendimento médio da produção,Trigo
Mil Reais,177.0,4302808,2015,Valor da produção,Fumo
Mil Reais,1757.0,4302808,2015,Valor da produção,Milho
Mil Reais,41847.0,4302808,2015,Valor da produção,Soja
Mil Reais,672.0,4302808,2015,Valor da produção,Trigo
Hectares,10.0,4302808,2016,Área plantada,Fumo
Hectares,1500.0,4302808,2016,Área plantada,Milho
Hectares,15000.0,4302808,2016,Área plantada,Soja
Hectares,920.0,4302808,2016,Área plantada,Trigo
Hectares,10.0,4302808,2016,Área colhida,Fumo
Hectares,1500.0,4302808,2016,Área colhida,Milho
Hectares,15000.0,4302808,2016,Área colhida,Soja
Hectares,920.0,4302808,2016,Área colhida,Trigo
Toneladas,21.0,4302808,2016,Quantidade produzida,Fumo
Toneladas,3000.0,4302808,2016,Quantidade produzida,Milho
Toneladas,36000.0,4302808,2016,Quantidade produzida,Soja
Toneladas,2116.0,4302808,2016,Quantidade produzida,Trigo
Quilogramas por Hectare,2100.0,4302808,2016,Rendimento médio da produção,Fumo
Quilogramas por Hectare,2000.0,4302808,2016,Rendimento médio da produção,Milho
Quilogramas por Hectare,2400.0,4302808,2016,Rendimento médio da produção,Soja
Quilogramas por Hectare,2300.0,4302808,2016,Rendimento médio da produção,Trigo
Mil Reais,187.0,4302808,2016,Valor da produção,Fumo
Mil Reais,1850.0,4302808,2016,Valor da produção,Milho
Mil Reais,40903.0,4302808,2016,Valor da produção,Soja
Mil Reais,1073.0,4302808,2016,Valor da produção,Trigo
Hectares,75.0,4302808,2017,Área plantada,Fumo
Hectares,2000.0,4302808,2017,Área plantada,Milho
Hectares,21000.0,4302808,2017,Área plantada,Soja
Hectares,75.0,4302808,2017,Área colhida,Fumo
Hectares,2000.0,4302808,2017,Área colhida,Milho
Hectares,21000.0,4302808,2017,Área colhida,Soja
Toneladas,173.0,4302808,2017,Quantidade produzida,Fumo
Toneladas,4000.0,4302808,2017,Quantidade produzida,Milho
Toneladas,50400.0,4302808,2017,Quantidade produzida,Soja
Quilogramas por Hectare,2307.0,4302808,2017,Rendimento médio da produção,Fumo
Quilogramas por Hectare,2000.0,4302808,2017,Rendimento médio da produção,Milho
Quilogramas por Hectare,2400.0,4302808,2017,Rendimento médio da produção,Soja
Mil Reais,779.0,4302808,2017,Valor da produção,Fumo
Mil Reais,1478.0,4302808,2017,Valor da produção,Milho
Mil Reais,49242.0,4302808,2017,Valor da produção,Soja
Hectares,13.0,4302808,2018,Área plantada,Fumo
Hectares,2000.0,4302808,2018,Área plantada,Milho
Hectares,22000.0,4302808,2018,Área plantada,Soja
Hectares,13.0,4302808,2018,Área colhida,Fumo
Hectares,1000.0,4302808,2018,Área colhida,Milho
Hectares,13200.0,4302808,2018,Área colhida,Soja
Toneladas,28.0,4302808,2018,Quantidade produzida,Fumo
Toneladas,3000.0,4302808,2018,Quantidade produzida,Milho
Toneladas,33000.0,4302808,2018,Quantidade produzida,Soja
Quilogramas por Hectare,2154.0,4302808,2018,Rendimento médio da produção,Fumo
Quilogramas por Hectare,3000.0,4302808,2018,Rendimento médio da produção,Milho
Quilogramas por Hectare,2500.0,4302808,2018,Rendimento médio da produção,Soja
Mil Reais,256.0,4302808,2018,Valor da produção,Fumo
Mil Reais,1740.0,4302808,2018,Valor da produção,Milho
Mil Reais,49500.0,4302808,2018,Valor da produção,Soja
Hectares,13.0,4302808,2019,Área plantada,Fumo
Hectares,2000.0,4302808,2019,Área plantada,Milho
Hectares,22000.0,4302808,2019,Área plantada,Soja
Hectares,300.0,4302808,2019,Área plantada,Trigo
Hectares,13.0,4302808,2019,Área colhida,Fumo
Hectares,2000.0,4302808,2019,Área colhida,Milho
Hectares,21560.0,4302808,2019,Área colhida,Soja
Hectares,300.0,4302808,2019,Área colhida,Trigo
Toneladas,28.0,4302808,2019,Quantidade produzida,Fumo
Toneladas,6400.0,4302808,2019,Quantidade produzida,Milho
Toneladas,53900.0,4302808,2019,Quantidade produzida,Soja
Toneladas,697.0,4302808,2019,Quantidade produzida,Trigo
Quilogramas por Hectare,2154.0,4302808,2019,Rendimento médio da produção,Fumo
Quilogramas por Hectare,3200.0,4302808,2019,Rendimento médio da produção,Milho
Quilogramas por Hectare,2500.0,4302808,2019,Rendimento médio da produção,Soja
Quilogramas por Hectare,2323.0,4302808,2019,Rendimento médio da produção,Trigo
Mil Reais,258.0,4302808,2019,Valor da produção,Fumo
Mil Reais,3379.0,4302808,2019,Valor da produção,Milho
Mil Reais,61392.0,4302808,2019,Valor da produção,Soja
Mil Reais,449.0,4302808,2019,Valor da produção,Trigo
Hectares,13.0,4302808,2020,Área plantada,Fumo
Hectares,2000.0,4302808,2020,Área plantada,Milho
Hectares,24000.0,4302808,2020,Área plantada,Soja
Hectares,1500.0,4302808,2020,Área plantada,Trigo
Hectares,13.0,4302808,2020,Área colhida,Fumo
Hectares,2000.0,4302808,2020,Área colhida,Milho
Hectares,24000.0,4302808,2020,Área colhida,Soja
Hectares,1500.0,4302808,2020,Área colhida,Trigo
Toneladas,29.0,4302808,2020,Quantidade produzida,Fumo
Toneladas,780.0,4302808,2020,Quantidade produzida,Milho
Toneladas,23664.0,4302808,2020,Quantidade produzida,Soja
Toneladas,3750.0,4302808,2020,Quantidade produzida,Trigo
Quilogramas por Hectare,2231.0,4302808,2020,Rendimento médio da produção,Fumo
Quilogramas por Hectare,390.0,4302808,2020,Rendimento médio da produção,Milho
Quilogramas por Hectare,986.0,4302808,2020,Rendimento médio da produção,Soja
Quilogramas por Hectare,2500.0,4302808,2020,Rendimento médio da produção,Trigo
Mil Reais,267.0,4302808,2020,Valor da produção,Fumo
Mil Reais,566.0,4302808,2020,Valor da produção,Milho
Mil Reais,37716.0,4302808,2020,Valor da produção,Soja
Mil Reais,4373.0,4302808,2020,Valor da produção,Trigo
Hectares,10.0,4302808,2021,Área plantada,Fumo
Hectares,2000.0,4302808,2021,Área plantada,Milho
Hectares,24000.0,4302808,2021,Área plantada,Soja
Hectares,2500.0,4302808,2021,Área plantada,Trigo
Hectares,10.0,4302808,2021,Área colhida,Fumo
Hectares,2000.0,4302808,2021,Área colhida,Milho
Hectares,24000.0,4302808,2021,Área colhida,Soja
Hectares,2500.0,4302808,2021,Área colhida,Trigo
Toneladas,22.0,4302808,2021,Quantidade produzida,Fumo
Toneladas,4420.0,4302808,2021,Quantidade produzida,Milho
Toneladas,72000.0,4302808,2021,Quantidade produzida,Soja
